Var1,Var2,mean_aa_dist
PA_1,PA_2,11.3698597283224
PA_1,PA_3,14.5915611733357
PA_1,PA_4,14.8499681468172
PA_1,PA_5,10.2203999881773
PA_1,PA_6,21.3585041601167
PA_1,PA_7,12.5891197369348
PA_1,PA_8,16.381278550257
PA_1,PA_9,19.399600753742
PA_1,PA_10,9.69706580076418
PA_1,PA_11,17.0924178541973
PA_1,PA_12,13.6610477590083
PA_1,PA_13,14.0761983276411
PA_1,PA_14,33.070915423052
PA_1,PA_15,9.96563782466474
PA_1,PA_16,16.8743277195461
PA_1,PA_17,18.8114474149094
PA_1,PA_18,9.13745646651065
PA_1,PA_19,27.1776469202684
PA_1,PA_20,10.0828524319867
PA_1,PA_21,12.7384289247438
PA_1,PA_22,15.7754975856791
PA_1,PA_23,14.8642091626429
PA_1,PA_24,11.1872963530012
PA_1,PA_25,9.38470144859263
PA_1,PA_26,9.8647391355553
PA_1,PA_27,10.6349075491697
PA_1,PA_28,10.8535508185138
PA_1,PA_29,8.61853727476154
PA_1,PA_30,12.8368861147097
PA_1,PA_31,34.3390648922389
PA_1,PA_32,28.40113060888
PA_1,PA_33,24.2837121658225
PA_1,PA_34,19.7310093039688
PA_1,PA_35,11.3429513602638
PA_1,PA_36,23.4553056177129
PA_2,PA_3,13.1687115526136
PA_2,PA_4,13.0344508538428
PA_2,PA_5,7.98484499520822
PA_2,PA_6,18.9213601257969
PA_2,PA_7,8.71151841330356
PA_2,PA_8,14.2716466030011
PA_2,PA_9,17.6349136021245
PA_2,PA_10,7.77974871827351
PA_2,PA_11,15.1055560478513
PA_2,PA_12,12.1789601433223
PA_2,PA_13,12.3328058737895
PA_2,PA_14,30.8785366162418
PA_2,PA_15,7.76176681094721
PA_2,PA_16,15.0234455767244
PA_2,PA_17,15.9572441293754
PA_2,PA_18,7.20039242990064
PA_2,PA_19,26.7246787771378
PA_2,PA_20,7.67312804607886
PA_2,PA_21,10.5059813912273
PA_2,PA_22,13.9353123615419
PA_2,PA_23,12.9964554718653
PA_2,PA_24,9.13321518239551
PA_2,PA_25,7.4572441293753
PA_2,PA_26,7.91493132476739
PA_2,PA_27,9.35135135135137
PA_2,PA_28,8.94107221976071
PA_2,PA_29,6.96411165263619
PA_2,PA_30,10.9530350022154
PA_2,PA_31,32.4656623836952
PA_2,PA_32,26.336287106779
PA_2,PA_33,22.4346477625166
PA_2,PA_34,16.1298183429331
PA_2,PA_35,8.93575542755874
PA_2,PA_36,21.238369517058
PA_3,PA_4,14.3650549697539
PA_3,PA_5,11.8135467281769
PA_3,PA_6,23.6061123734189
PA_3,PA_7,13.4609904906165
PA_3,PA_8,15.9581088485071
PA_3,PA_9,18.6935965665225
PA_3,PA_10,10.3366339668914
PA_3,PA_11,18.6001030042917
PA_3,PA_12,15.6733718977421
PA_3,PA_13,15.7616799509503
PA_3,PA_14,33.847087676272
PA_3,PA_15,11.4450313634863
PA_3,PA_16,15.8356223175966
PA_3,PA_17,18.8111587982833
PA_3,PA_18,9.90950337216433
PA_3,PA_19,30.6264377682404
PA_3,PA_20,10.5512875536481
PA_3,PA_21,14.3690987124464
PA_3,PA_22,14.5905579399142
PA_3,PA_23,15.680686695279
PA_3,PA_24,12.6466380543634
PA_3,PA_25,10.868669527897
PA_3,PA_26,11.0995708154506
PA_3,PA_27,12.6291845493562
PA_3,PA_28,12.3502145922747
PA_3,PA_29,10.3776824034335
PA_3,PA_30,12.3785407725322
PA_3,PA_31,35.2309012875536
PA_3,PA_32,29.5347639484979
PA_3,PA_33,25.468669527897
PA_3,PA_34,19.2789699570815
PA_3,PA_35,12.0678111587983
PA_3,PA_36,22.6
PA_4,PA_5,11.5904002358616
PA_4,PA_6,21.2073118933954
PA_4,PA_7,14.0352598847491
PA_4,PA_8,17.6782198650352
PA_4,PA_9,19.4312415130953
PA_4,PA_10,10.0554593321325
PA_4,PA_11,16.4249466537342
PA_4,PA_12,16.0934930207059
PA_4,PA_13,8.00249411112656
PA_4,PA_14,30.4557295275046
PA_4,PA_15,9.20010445422666
PA_4,PA_16,16.566117038474
PA_4,PA_17,20.2672162948594
PA_4,PA_18,10.3821532492726
PA_4,PA_19,30.3146459747817
PA_4,PA_20,9.3726964112512
PA_4,PA_21,14.101842870999
PA_4,PA_22,15.3232298739088
PA_4,PA_23,16.3795667636599
PA_4,PA_24,12.4477853216942
PA_4,PA_25,9.11202715809892
PA_4,PA_26,9.12124151309409
PA_4,PA_27,13.1086323957323
PA_4,PA_28,10.1028128031038
PA_4,PA_29,8.12415130940834
PA_4,PA_30,2.16779825412221
PA_4,PA_31,36.5577109602328
PA_4,PA_32,25.8322017458778
PA_4,PA_33,21.8874878758487
PA_4,PA_34,20.9418040737148
PA_4,PA_35,10.466537342386
PA_4,PA_36,22.5761396702231
PA_5,PA_6,18.9404638507385
PA_5,PA_7,5.4371382914401
PA_5,PA_8,13.0772565376326
PA_5,PA_9,15.8326651982379
PA_5,PA_10,6.35556954059153
PA_5,PA_11,13.8426431718062
PA_5,PA_12,10.5250909787397
PA_5,PA_13,10.9140969162996
PA_5,PA_14,28.3096286972938
PA_5,PA_15,6.56269061335142
PA_5,PA_16,12.9335535976505
PA_5,PA_17,12.8411343612335
PA_5,PA_18,5.77847702957835
PA_5,PA_19,25.1753303964758
PA_5,PA_20,6.68447136563877
PA_5,PA_21,5.50440528634361
PA_5,PA_22,11.6839207048458
PA_5,PA_23,10.8164464023495
PA_5,PA_24,7.83113069016153
PA_5,PA_25,5.98568281938326
PA_5,PA_26,6.49559471365639
PA_5,PA_27,7.48458149779736
PA_5,PA_28,7.48898678414097
PA_5,PA_29,5.49339207048458
PA_5,PA_30,9.48898678414097
PA_5,PA_31,30.3920704845815
PA_5,PA_32,23.6079295154185
PA_5,PA_33,20.2400881057269
PA_5,PA_34,16.4471365638767
PA_5,PA_35,4.40969162995595
PA_5,PA_36,18.4229074889868
PA_6,PA_7,21.4674964757146
PA_6,PA_8,22.9239848421637
PA_6,PA_9,26.1370915032682
